,name,category,state_abbrv,county_uid,city_uid,in_flow,out_flow,flow,pretty_category,lcc,color,x,y
eaae0ff9-69b4-428e-8a60-370e79bbdb7d,LET THE GREEN BE SEEN CHARITIES WALTON COUNTY SHERIFFS OFFICE,LEOs,FL,C-131-12,,1000.0,0.0,1000.0,LEOs,1,#062160,149.76004225837647,32.506591818195915
8eb194d8-bfdc-4a34-91a9-82c925920f09,LINCOLN COUNTY SHERIFF,LEOs,WI,C-69-55,MERRILL-69-55,172000.0,0.0,172000.0,LEOs,1,#062160,13.486827774191909,106.5479559908839
06755310-2af8-425a-aef9-c2776cc6b72c,LINCOLN COUNTY SHERIFFS OFFICE,LEOs,MT,C-53-30,LIBBY-53-30,500.0,0.0,500.0,LEOs,1,#062160,120.72429179791379,10.969196829006123
1a792f48-4b78-4f1f-b2ae-86bfabe2d6f5,LIVINGSTON COUNTY SHERIFFS OFFICE,LEOs,IL,C-105-17,PONTIAC-105-17,83048.0,0.0,83048.0,LEOs,1,#062160,144.90010081125956,58.808663291520816
77a47243-b2c4-4b45-93f0-113a21f248b1,LOUISA COUNTY SHERIFFS OFFICE,LEOs,VA,C-109-51,LOUISA-109-51,1500.0,0.0,1500.0,LEOs,1,#062160,75.94183562973467,70.45574916077051
7e2419c9-46d0-4577-a36c-5f861325fa1d,MACON COUNTY SHERIFFS OFFICE,LEOs,IL,C-115-17,DECATUR-115-17,3750306.0,0.0,3750306.0,LEOs,1,#062160,167.32369084155943,84.16792262030589
206488e0-e8e9-4edd-bf17-3dfe35fcdfd9,MACOUPIN COUNTY SHERIFFS OFFICE,LEOs,IL,C-117-17,CARLINVILLE-117-17,67429.0,0.0,67429.0,LEOs,1,#062160,161.94167548769715,80.66466595550827
74b324a1-2004-4bef-a7ee-9e15918a1695,MADISON COUNTY SHERIFFS DEPARTMENT,LEOs,AR,C-87-5,HUNTSVILLE-87-5,3600.0,0.0,3600.0,LEOs,1,#062160,50.71755366415086,34.6590349085193
61d8d45c-c466-4923-b5d0-c9d6c741ade5,MADISON COUNTY SHERIFFS OFFICE,LEOs,IL,C-119-17,EDWARDSVILLE-119-17,62226.0,0.0,62226.0,LEOs,1,#062160,163.7908097374616,83.84866309563938
e6dee705-a841-4a4e-908d-8c950cf9160b,MARATHON COUNTY SHERIFFS DEPARTMENT,LEOs,WI,C-73-55,WAUSAU-73-55,19319.0,0.0,19319.0,LEOs,1,#062160,21.27934583824633,115.10033726973391
f51844e5-d1ec-41a2-83e8-6c56eb4632ea,MARICOPA SHERIFF OFFICE,LEOs,AZ,C-13-4,PHOENIX-13-4,5000.0,0.0,5000.0,LEOs,1,#062160,71.06766174916173,98.29100849282027
3c3e00c9-a373-4c0e-b50e-1919d5e7dfa1,MARION COUNTY SHERIFFS OFFICE,LEOs,IL,C-121-17,SALEM-121-17,97917.0,0.0,97917.0,LEOs,1,#062160,145.2350008349332,60.67384626518047
80f8ecaf-ffa9-49cd-a44f-12a95d2c8fb8,MARQUETTE COUNTY SHERIFFS OFFICE,LEOs,WI,C-77-55,MONTELLO-77-55,1300.0,0.0,1300.0,LEOs,1,#062160,65.09855634234718,25.601760538760985
ed755c7b-6253-458c-b398-98748eabbf0e,MARSHALL COUNTY SHERIFFS OFFICE,LEOs,IL,C-123-17,LACON-123-17,61032.0,0.0,61032.0,LEOs,1,#062160,161.87308167711086,77.38082152127504
4b9ae2de-b0f5-4df7-91c1-e5454a7220a4,MASSAC COUNTY SHERIFFS OFFICE,LEOs,IL,C-127-17,METROPOLIS-127-17,61472.0,0.0,61472.0,LEOs,1,#062160,163.5004355015993,77.33309283446687
759b1425-d092-4ffd-b088-c8cfb2d4881b,MCDONOUGH COUNTY SHERIFFS OFFICE,LEOs,IL,C-109-17,MACOMB-109-17,68412.0,0.0,68412.0,LEOs,1,#062160,164.7090407133426,81.60528096334488
fdbc9496-5c7c-46d3-86b7-09ee1e0e00ec,MCPHERSON COUNTY SHERIFF,LEOs,KS,C-113-20,MCPHERSON-113-20,31000.0,0.0,31000.0,LEOs,1,#062160,169.3856716768816,40.48635835473747
ba965008-bae1-4fba-96ee-5edf7e6bf136,MENDOCINO COUNTY SHERIFFS OFFICE,LEOs,CA,C-45-6,UKIAH-45-6,7500.0,0.0,7500.0,LEOs,1,#062160,131.47829678839165,146.2063453068578
741b4281-565e-4a61-a52f-fdd2e2ef31c4,MERIWETHER COUNTY OFFICE OF THE SHERIFF,LEOs,GA,C-199-13,GREENVILLE-199-13,1000.0,0.0,1000.0,LEOs,1,#062160,105.48205415082403,44.435251801497024
4d9ea76d-ed83-4a0f-8115-ef15443015ca,MIAMI COUNTY SHERIFFS DEPARTMENT,LEOs,KS,C-121-20,PAOLA-121-20,2500.0,0.0,2500.0,LEOs,1,#062160,108.43094917619742,99.04982717544692
7be49f40-93c5-476a-92a7-0612053c941b,MILWAUKEE COUNTY SHERIFFS DEPARTMENT,LEOs,WI,C-79-55,MILWAUKEE-79-55,1000.0,0.0,1000.0,LEOs,1,#062160,66.9338112533787,27.907230554891285
354bbee1-8ca8-4512-bdec-f867f912ce86,MONROE COUNTY SHERIFF,LEOs,NY,C-111-36,ROCHESTER-111-36,21197.0,0.0,21197.0,LEOs,1,#062160,83.6501346268696,82.6329892077494
43c440c0-ecde-45b2-9b5c-96b10c283b54,MONROE COUNTY SHERIFFS OFFICE,LEOs,IL,C-133-17,WATERLOO-133-17,72130.0,0.0,72130.0,LEOs,1,#062160,164.03883433545238,78.88183262312712
ec2b2057-27fd-4b9f-9cb8-176b92b78ce4,MONTAGUE COUNTY SHERIFF DEPT,LEOs,TX,C-337-48,,20000.0,0.0,20000.0,LEOs,1,#062160,65.0422719570324,17.757921567443205
440382b1-43f7-4914-ac4f-85dedfaed328,MONTANA SHERIFF AND PEACE OFFICERS,LEOs,MT,C-17-30,MILES CITY-17-30,35.0,0.0,35.0,LEOs,1,#062160,111.6221845177416,127.37208901831573
05495361-1837-4a73-a0d6-b3f17b801a65,MONTGOMERY COUNTY SHERIFFS OFFICE,LEOs,IL,C-135-17,HILLSBORO-135-17,66305.0,0.0,66305.0,LEOs,1,#062160,164.2533051567366,82.02388066685657
f5d32ed8-f976-400a-bf54-5af7fdb18cd0,MONTGOMERY COUNTY SHERIFFS OFFICE,LEOs,MD,C-31-24,ROCKVILLE-31-24,71204.0,0.0,71204.0,LEOs,1,#062160,39.815004439758724,93.06595017592602
893b2cab-40ba-4731-8670-6112e3310557,MORGAN COUNTY SHERIFFS OFFICE,LEOs,IL,C-137-17,JACKSONVILLE-137-17,68419.0,0.0,68419.0,LEOs,1,#062160,163.55600174656945,80.76716091360188
2757878f-2360-4e6a-b834-51d42fd59300,MORTON COUNTY LAW ENFORCEMENT,LEOs,ND,C-59-38,MANDAN-59-38,1000.0,0.0,1000.0,LEOs,1,#062160,178.03002587152196,90.32633465308447
471eb9bb-f8b4-4eac-b273-1e341052ec31,MORTON COUNTY SHERIFFS DEPARTMENT,LEOs,ND,C-59-38,MANDAN-59-38,88175.0,0.0,88175.0,LEOs,1,#062160,154.06199191706423,81.93535531939148
f5c3818a-cc34-4d72-8a88-a4b1c6016a43,MOULTRIE COUNTY SHERIFFS OFFICE,LEOs,IL,C-139-17,SULLIVAN-139-17,106987.0,0.0,106987.0,LEOs,1,#062160,162.77614587657612,78.39655923386421
d34a585e-e880-41c5-97f9-fd2fb98d9928,MULTNOMAH COUNTY SHERIFF,LEOs,OR,C-51-41,PORTLAND-0-41,71659.0,0.0,71659.0,LEOs,1,#062160,177.01571184602375,53.3853724998252
97432a5e-db39-441f-8b48-921974ed7625,NASSAU COUNTY LAW ENFORCEMENT,LEOs,NY,C-59-36,MINEOLA-59-36,200.0,0.0,200.0,LEOs,1,#062160,97.87435064522357,166.0851708779814
a48fab10-bc41-4d5d-a587-563c63bd71ac,NEW HANOVER COUNTY SHERIFFS DEPT,LEOs,NC,C-129-37,WILMINGTON-129-37,1200.0,0.0,1200.0,LEOs,1,#062160,110.06919026905709,6.841615989148181
b9a01c77-3eb5-43bb-87a9-3b63bfb8a5fa,NEW HANOVER COUNTY SHERIFFS OFFICE,LEOs,NC,C-129-37,,3900.0,0.0,3900.0,LEOs,1,#062160,110.72937484090367,6.721181556783989
5f7df0ef-29a9-41de-b247-7aebd034b1a6,NEW KENT COUNTY SHERIFFS OFFICE,LEOs,VA,C-127-51,,6203.0,0.0,6203.0,LEOs,1,#062160,46.49850086845006,132.08464363046642
d88d2a8c-4225-490f-95c8-a6157e197536,NEWTON COUNTY SHERIFFS OFFICE,LEOs,GA,C-217-13,COVINGTON-217-13,32200.0,0.0,32200.0,LEOs,1,#062160,53.123935487312544,44.6975381241034
bffbc98d-41f1-46f3-9573-0b907ccb8756,NIAGARA COUNTY SHERIFFS DEPARTMENT,LEOs,NY,C-63-36,LOCKPORT-63-36,8450.0,0.0,8450.0,LEOs,1,#062160,76.4827267691105,166.56366785800665
120a43bd-da06-4427-85fc-8b767fee1eb7,NORFOLK COUNTY SHERIFFS OFFICE,LEOs,MA,C-21-25,DEDHAM-21-25,416.0,0.0,416.0,LEOs,1,#062160,23.84746351417904,68.51204929247356
128fc7cd-fb2a-4f0e-a0ed-10047bb08f11,NORWALK CA PAL,LEOs,CA,C-37-6,MONTEREY PARK-37-6,34312.0,0.0,34312.0,LEOs,1,#062160,101.23906424900719,132.37859418618476
48db4222-7ce6-470b-8d5e-bd45f77c884d,OAKLAND COUNTY SHERIFFS DEPARTMENT FOR THE DISABLED,LEOs,MI,C-125-26,WATERFORD CHARTERSHIP-125-26,500.0,0.0,500.0,LEOs,1,#062160,70.60873856203968,69.04517325032315
9b66414c-e727-456b-a337-4bb6651bc626,ORANGE COUNTY SHERIFF,LEOs,CA,C-59-6,,198426.0,0.0,198426.0,LEOs,1,#062160,127.48935202120654,106.15793321150598
1262718b-b0ba-474c-8d11-6c6da6b4ab62,ORANGE COUNTY SHERIFF OFFICE,LEOs,FL,C-95-12,ORLANDO-95-12,5000.0,0.0,5000.0,LEOs,1,#062160,71.74665529665444,95.75730900268331
b30750d0-84d6-44fd-a1e9-2c318f5b0c0b,ORANGE COUNTY SHERIFFS OFFICE,LEOs,TX,C-361-48,ORANGE-361-48,169100.0,0.0,169100.0,LEOs,1,#062160,137.2875393741358,75.18267494048061
231404eb-eda0-4d1e-a166-50a20b1bffc2,OSCEOLA COUNTY SHERIFFS OFFICE,LEOs,FL,C-97-12,KISSIMMEE-97-12,16895.0,0.0,16895.0,LEOs,1,#062160,85.49665380279214,46.16222301481653
d2b2a862-d79f-4715-ae1c-879ed37a832e,OTSEGO COUNTY DEPUTY SHERIFF,LEOs,NY,C-77-36,COOPERSTOWN-77-36,850.0,0.0,850.0,LEOs,1,#062160,52.784298562122245,68.35803207721646
f9d3103e-5667-4d6e-b8c2-f836c295adfa,OURAY COUNTY SHERIFFS DEPT,LEOs,CO,C-91-8,OURAY-91-8,11100.0,0.0,11100.0,LEOs,1,#062160,90.85435342435065,155.70724758569338
117d7353-2666-41f7-b3e2-18d10d6808b5,PALM BEACH COUNTY SHERIFFS OFFICE,LEOs,FL,C-99-12,WEST PALM BEACH-99-12,513445.0,0.0,513445.0,LEOs,1,#062160,83.88843771229821,77.4624855775496
bebabb63-8930-4907-9c4e-17be4d73fe1b,PERRY COUNTY SHERIFFS OFFICE,LEOs,IL,C-145-17,PINCKNEYVILLE-145-17,52935.0,0.0,52935.0,LEOs,1,#062160,153.8964046156977,73.35455490978165
b26e0a3c-5e8b-4bfd-ae1c-32543625c6c5,PHELPS COUNTY SHERIFFS OFFICE,LEOs,NE,C-137-31,HOLDREGE-137-31,5000.0,0.0,5000.0,LEOs,1,#062160,159.07204099288498,101.00055918707031
b01cd81a-74a2-4d8d-9106-d330a718ea60,PIATT COUNTY SHERIFFS OFFICE,LEOs,IL,C-147-17,MONTICELLO-147-17,52100.0,0.0,52100.0,LEOs,1,#062160,161.92493336559352,82.43987079443251
8991c8cc-23a0-4844-bc50-2f67aceeed4a,PIERCE COUNTY SHERIFFS DEPARTMENT,LEOs,WI,C-93-55,ELLSWORTH-93-55,10000.0,0.0,10000.0,LEOs,1,#062160,158.64965278837818,99.88235883682343
0f4da8ec-c273-4d28-b776-62427450efdc,PIKE COUNTY SHERIFFS OFFICE,LEOs,IL,C-149-17,PITTSFIELD-149-17,76981.0,0.0,76981.0,LEOs,1,#062160,164.7605871106954,79.9514758169412
39ae138d-a0c8-4896-b466-40b93392b597,PLACER COUNTY SHERIFF SEARCH RESCUE,LEOs,CA,C-61-6,AUBURN-61-6,14650.0,0.0,14650.0,LEOs,1,#062160,81.20176386567668,152.83909292751056
91403b1b-ae69-49de-afd7-a4e53939ad07,POLK COUNTY SHERIFFS DEPARTMENT,LEOs,AR,C-113-5,MENA-113-5,2500.0,0.0,2500.0,LEOs,1,#062160,54.34702953360316,36.55139098939982
ff625b6b-799e-4b07-94e4-ac752ef83384,PRAINE COUNTY SHERIFFS PATROL,LEOs,AR,C-117-5,DES ARC-117-5,2500.0,0.0,2500.0,LEOs,1,#062160,125.71024786271764,78.25649312932283
5eaa4601-58c3-48f9-881a-9671e027c52d,PROJECT 25,LEOs,FL,C-5-12,PANAMA CITY-5-12,500.0,0.0,500.0,LEOs,1,#062160,160.21165692795205,26.827496202756876
aa79ab19-b00a-44af-b35a-41c7bece99ff,PROJECT LIFESAVER BALD CTY SHERIFF,LEOs,AL,C-3-1,BAY MINETTE-3-1,10000.0,0.0,10000.0,LEOs,1,#062160,3.4643046766364023,83.19668046270459
4c2b1ef8-3aaa-493f-94f1-8bd7e8247941,PULASKI COUNTY SHERIFFS OFFICE,LEOs,IL,C-153-17,MOUND CITY-153-17,57669.0,0.0,57669.0,LEOs,1,#062160,163.42260256016488,80.11239023498428
c59a924f-9892-45f4-9a46-f3dfe0b5ae77,PUTNAM COUNTY LAW ENFORCEMENT,LEOs,FL,C-107-12,PALATKA-107-12,5000.0,0.0,5000.0,LEOs,1,#062160,104.72958246060088,44.089627724622275
294a682d-981a-4bb4-81b1-cacf0c5b63f6,PUTNAM COUNTY SHERIFFS OFFICE,LEOs,IL,C-155-17,HENNEPIN-155-17,56617.0,0.0,56617.0,LEOs,1,#062160,163.76576717325077,82.77973378081359
7c77dcbd-dae5-469a-9ea7-7a96a2210631,PUTNAM CTY PAL,LEOs,FL,C-19-12,ORANGE PARK-19-12,11247.0,0.0,11247.0,LEOs,1,#062160,102.84706022568294,132.40965989270597
649870c8-5622-4517-b9ee-c13ab0233fbd,RANDOLPH COUNTY SHERIFFS OFFICE,LEOs,IL,C-157-17,CHESTER-157-17,63160.0,0.0,63160.0,LEOs,1,#062160,163.21734696793214,81.36393545380423
a260e317-0cab-46f3-86a8-142556bbb45d,RICHLAND COUNTY SHERIFFS DEPT,LEOs,WI,C-103-55,RICHLAND CENTER-103-55,56441.0,0.0,56441.0,LEOs,1,#062160,133.9106174931383,72.70714502000031
a7c91a48-100b-4d15-b07b-7ec274068124,RICHMOND COUNTY SHERIFFS OFFICE,LEOs,GA,C-245-13,AUGUSTA-RICHMOND COUNTY CONSOLIDATED-0-13,1000.0,0.0,1000.0,LEOs,1,#062160,124.21324791845228,65.15457520527423
e447000f-43ed-4c9f-84a9-4804eba43153,ROGERS COUNTY SHERIFFS DEPARTMENT,LEOs,OK,C-131-40,CLAREMORE-131-40,15000.0,0.0,15000.0,LEOs,1,#062160,158.2615115126806,101.49883094153947
dc782f53-d0d6-4ba5-a22f-2d88bcc0aa80,ROSEAU COUNTY SHERIFF OFFICE NATL CHILD SAFETY COUNCIL,LEOs,MN,C-135-27,ROSEAU-135-27,500.0,0.0,500.0,LEOs,1,#062160,60.6064602862414,104.74862236862546
eb44de91-567d-4046-9f7e-42fd4fd6c122,RUSSELL COUNTY SHERIFF DEPT,LEOs,KY,C-207-21,JAMESTOWN-207-21,15250.0,0.0,15250.0,LEOs,1,#062160,61.04415324571732,35.84710257358273
b90aaa0e-abd7-49a0-beba-71f1986af36b,SALINE COUNTY SHERIFFS OFFICE,LEOs,AR,C-85-5,LONOKE-85-5,15353.0,0.0,15353.0,LEOs,1,#062160,141.61710864529073,13.351057338031225
4c62f205-df6e-43a2-8a02-ff0e9328da94,SALT LAKE COUNTY SHERIFF SEARCH AND RESCUE,LEOs,UT,C-35-49,SALT LAKE CITY-35-49,12988.0,0.0,12988.0,LEOs,1,#062160,114.53942704568688,94.33502123273081
a1d79812-8a67-41db-b3ef-48d257d01e5e,SAN DIEGO HONORARY DEPUTY SHERIFFS,LEOs,CA,C-73-6,SAN DIEGO-73-6,1000.0,0.0,1000.0,LEOs,1,#062160,134.89018047920712,122.92888443077265
46391442-0b35-4685-8074-8f2b1bb7b05a,SAN MIGUEL COUNTY SHERIFF DEPT,LEOs,CO,C-113-8,TELLURIDE-113-8,10000.0,0.0,10000.0,LEOs,1,#062160,91.85399935182673,151.43234214609328
9959221d-eb02-42a3-9f6d-36f5a16dfd93,SANDERS CO SHERIFFS OFFICE SHERIFFS RELIEF FUND,LEOs,MT,C-89-30,THOMPSON FALLS-89-30,8000.0,0.0,8000.0,LEOs,1,#062160,124.61252417204992,9.973694756335746
abcefb7e-7da3-44e8-b013-97e411616ee3,SANTA BARBARA CO SHERIFF,LEOs,CA,C-83-6,SANTA BARBARA-83-6,621917.0,0.0,621917.0,LEOs,1,#062160,165.4180223240608,109.85501955685636
9202411b-15da-49fd-a360-2d317aaeeea5,SANTA CLARA COUNTY SHERIFF,LEOs,CA,C-85-6,SAN JOSE-85-6,201800.0,0.0,201800.0,LEOs,1,#062160,156.35967597420736,118.9318335345199
1aba6d37-b021-43c0-bd5f-60fa9fec26d0,SANTA CRUZ COUNTY SHERIFF,LEOs,AZ,C-23-4,NOGALES-23-4,36500.0,0.0,36500.0,LEOs,1,#062160,163.64749021900457,106.90951937498589
3eef4b18-f7ae-48fa-8035-31e1bc67b4a0,SCHUYLER COUNTY SHERIFF DEPARTMENT,LEOs,IL,C-169-17,RUSHVILLE-169-17,162500.0,0.0,162500.0,LEOs,1,#062160,112.12924592330414,90.27207114413528
157da541-919a-446b-a728-0bbed5824056,SCHUYLER COUNTY SHERIFFS OFFICE,LEOs,MO,C-197-29,LANCASTER-197-29,2000.0,0.0,2000.0,LEOs,1,#062160,48.34314375333607,159.27375871706369
7c2f9916-bc60-49e4-84fe-9403666002a6,SCOTLAND CO SHERIFFS OFFICE,LEOs,MO,C-199-29,MEMPHIS-199-29,1500.0,0.0,1500.0,LEOs,1,#062160,49.33957271627297,159.40237664026893
0c618f80-b4b9-4ac3-8812-fb1b1f246970,SCOTT COUNTY SHERIFFS OFFICE,LEOs,MO,C-201-29,BENTON-201-29,20000.0,0.0,20000.0,LEOs,1,#062160,151.93927009779856,83.98705441395678
61e7de77-3d8d-4855-83b7-62a7be6e3768,SHELBY COUNTY SHERIFFS OFFICE,LEOs,IL,C-173-17,SHELBYVILLE-173-17,125984.0,0.0,125984.0,LEOs,1,#062160,162.55753895802724,81.39883934811749
b8754e25-9d51-4532-a5e4-6723f8601e8c,SHERIDAN COUNTY SHERIFFS DEPARTMENT,LEOs,WY,C-33-56,SHERIDAN-33-56,5000.0,0.0,5000.0,LEOs,1,#062160,160.08595520651207,101.84136270357726
30c5ec37-3da3-4c71-9f39-38c9f144c562,SHERMAN COUNTY SHERIFF,LEOs,OR,C-55-41,MORO-55-41,5875.0,0.0,5875.0,LEOs,1,#062160,172.87697995149892,53.02743183394261
12b4a39f-f508-421c-87bc-2fb60721ad32,ST CLAIR COUNTY SHERIFFS OFFICE,LEOs,IL,C-163-17,BELLEVILLE-163-17,79287.0,0.0,79287.0,LEOs,1,#062160,162.14469952127962,78.13071875153884
9fda9972-caca-487e-b5f5-a4340023b9a9,TAYLOR COUNTY SHERIFFS OFFICE,LEOs,FL,C-123-12,PERRY-123-12,400.0,0.0,400.0,LEOs,1,#062160,104.23416275102727,45.01257749218991
9ccab297-ce7e-4f9f-bfe1-25548f8caa49,TIPTON COUNTY SHERIFFS DEPARTMENT,LEOs,IN,C-159-18,TIPTON-159-18,5000.0,0.0,5000.0,LEOs,1,#062160,131.74945180686174,70.03197709928442
7e8c90d6-301c-40bd-bf04-313b2bdcce2d,TOMPKINS COUNTY SHERIFFS OFFICE,LEOs,NY,C-109-36,ITHACA-109-36,10000.0,0.0,10000.0,LEOs,1,#062160,76.59020011127373,58.69494106281456
6e1d1e3b-283c-43eb-aa67-e8eb8d85508e,TRANSYLVANIA COUNTY SHERIFF DEPARTMENT,LEOs,NC,C-175-37,BREVARD-175-37,3000.0,0.0,3000.0,LEOs,1,#062160,110.07229315683958,57.625286986698846
6ecd9184-b42d-448e-b69c-24d64d34e10d,TROUP COUNTY SHERIFFS DEPT,LEOs,GA,C-285-13,LAGRANGE-285-13,2000.0,0.0,2000.0,LEOs,1,#062160,62.832427002554994,36.8803705859004
03e44632-1001-4dca-b0ed-e5aa417ceb00,UMATILLA COUNTY SHERIFF,LEOs,OR,C-59-41,PENDLETON-59-41,33478.0,0.0,33478.0,LEOs,1,#062160,173.10918590589276,53.64434189688856
431bcdea-11ae-4a1e-bac9-a8ee98288da6,UNION COUNTY SHERIFFS DEPT,LEOs,AR,C-139-5,EL DORADO-139-5,188752.0,0.0,188752.0,LEOs,1,#062160,36.882406093915165,59.262191918639566
a36af3aa-3aa7-447f-b32d-e4aaf067eb9e,UTAH COUNTY SHERIFF SEARCH AND RESCUE,LEOs,UT,C-49-49,SPANISH FORK-49-49,84400.0,0.0,84400.0,LEOs,1,#062160,106.64997698365627,120.8878989621821
79caf307-0bd1-4613-a26a-ea4ad006dda2,VALLEY COUNTY SHERIFFS OFFICE,LEOs,MT,C-51-30,CHESTER-51-30,36517.0,0.0,36517.0,LEOs,1,#062160,168.95171826213513,103.20069472613737
579b0c7d-a3d0-4e1f-b91c-1594c175d8c1,VENTURA COUNTY SHERIFFS OFFICE,LEOs,CA,C-111-6,SAN BUENAVENTURA (VENTURA)-111-6,167141.0,0.0,167141.0,LEOs,1,#062160,138.43174228126787,109.5914837283745
32e231fa-ac89-4172-8869-f40b1607b6eb,VERMILLION COUNTY SHERIFFS OFFICE,LEOs,IL,C-183-17,DANVILLE-183-17,66275.0,0.0,66275.0,LEOs,1,#062160,164.34148866256302,78.38659213378267
68ed83c0-73b4-46c9-94b9-8689da8a43ce,VERNON COUNTY SHERIFFS OFFICE,LEOs,WI,C-123-55,VIROQUA-123-55,4860.0,0.0,4860.0,LEOs,1,#062160,158.55944523495413,98.98842916424196
bac712d5-a2e3-4859-a626-3c0b1706a735,WABASH COUNTY SHERIFFS OFFICE,LEOs,IL,C-185-17,MOUNT CARMEL-185-17,68648.0,0.0,68648.0,LEOs,1,#062160,162.74726272822278,83.05574377403119
7a10fb41-74f5-4c22-8d9c-57ffc6f1acae,WARREN COUNTY SHERIFFS OFFICE,LEOs,IL,C-187-17,MONMOUTH-187-17,50709.0,0.0,50709.0,LEOs,1,#062160,167.59085860577125,83.51869538614896
48808937-e2b0-4455-ac9d-c94928efc65d,WASHINGTON COUNTY SHERIFFS DEPT,LEOs,NE,C-177-31,BLAIR-177-31,329910.0,0.0,329910.0,LEOs,1,#062160,161.39168428247186,77.85450961220103
f519a7fb-3891-4ab9-a50e-5cd90256c42b,WASHINGTON COUNTY SHERIFFS OFFICE,LEOs,IL,C-189-17,NASHVILLE-189-17,65761.0,0.0,65761.0,LEOs,1,#062160,164.20943884122352,83.26522155141902
b0c567ee-0bba-4f79-8944-2c84de1b0935,WAUPACA COUNTY SHERIFFS OFFICE,LEOs,WI,C-135-55,WAUPACA-135-55,2000.0,0.0,2000.0,LEOs,1,#062160,7.26055098638912,116.59516504778827
e481a3cb-4b4f-40db-b0ca-f1e8bef66e8b,WAYNE CO SHERIFFS DEPARTMENT,LEOs,MS,C-153-28,WAYNESBORO-153-28,1000.0,0.0,1000.0,LEOs,1,#062160,158.16898765787272,63.27821828428
578f631a-2b2a-45a5-ad65-cab4c60cd584,WAYNE COUNTY SHERIFFS OFFICE,LEOs,IL,C-191-17,FAIRFIELD-191-17,56695.0,0.0,56695.0,LEOs,1,#062160,162.1861789164642,79.00384390100044
ed82b748-250a-47cb-a844-35a72461ca18,WHITESIDE COUNTY SHERIFFS OFFICE,LEOs,IL,C-195-17,MORRISON-195-17,53387.0,0.0,53387.0,LEOs,1,#062160,163.2372028422713,84.18956207713757
d34d8f8f-bab6-4bb5-b576-571fcd9e5c12,WICHITA COUNTY SHERIFFS OFFICE,LEOs,TX,C-485-48,WICHITA FALLS-485-48,5000.0,0.0,5000.0,LEOs,1,#062160,158.3234312897768,102.08408047135602
e0453d14-34bf-4dbd-a3f4-8aaf6c9f0897,WILLACY COUNTY SHERIFFS RESERVE,LEOs,TX,C-61-48,HARLINGEN-61-48,2500.0,0.0,2500.0,LEOs,1,#062160,125.35934124040982,76.9953986908047
ae3fb05c-ae3f-4f37-a72b-1b4489ea8366,WILLIAMSON COUNTY SHERIFFS OFFICE,LEOs,IL,C-199-17,MARION-0-17,75911.0,0.0,75911.0,LEOs,1,#062160,138.50433855634668,64.401087903696
9ebf5e63-4911-44f3-90ef-be1bdf808723,WINNEBAGO COUNTY SHERIFFS OFFICE,LEOs,IL,C-201-17,ROCKFORD-0-17,110821.0,0.0,110821.0,LEOs,1,#062160,140.99707648433687,95.22973110104681
3152e201-8d22-46c7-bc4f-11022e58d3ab,WOODFORD COUNTY SHERIFFS OFFICE,LEOs,IL,C-203-17,EUREKA-203-17,71245.0,0.0,71245.0,LEOs,1,#062160,163.43231538116467,78.68703724712591
b42a436f-4f67-4eee-9a6a-ff0a753e65f8,YORK COUNTY SHERIFFS OFFICE AKA,LEOs,ME,C-31-23,ALFRED-31-23,1500.0,0.0,1500.0,LEOs,1,#062160,118.3359493125463,149.32589854484584
821f98f9-97ba-4d59-8769-51fc085af331,URBAN INSTITUTE,Private-ish,DC,C-1-11,WASHINGTON-1-11,0.0,5585.0,5585.0,Private-ish,1,#668DE5,120.62661601948388,98.2158288518655
53298e4b-2954-4506-b9e3-ee9496500efc,VERA INSTITUTE OF JUSTICE INC,Private-ish,NY,C-47-36,NEW YORK-0-36,0.0,15186.0,15186.0,Private-ish,1,#668DE5,76.48118836256288,53.46404065845543
662f0b90-21fc-45bc-b62e-feee7767b9d1,CHAMBERS CO SHERIFFS RODEO ASSN,LEOs,AL,C-17-1,LA FAYETTE-17-1,100.0,0.0,100.0,LEOs,1,#062160,3.8484391420602293,87.49525382016398
08cb3793-b575-46d8-b829-5418af5947bf,HOT SPRINGS POLICE DEPARTMENT,LEOs,AR,C-51-5,HOT SPRINGS-51-5,1000.0,0.0,1000.0,LEOs,1,#062160,52.018588209960775,46.357059743564
a8b6af08-52fa-4bf6-a8ae-9da8843aea86,GARLAND COUNTY POLICE DEPARTMENT,LEOs,AR,C-51-5,HOT SPRINGS-51-5,1000.0,0.0,1000.0,LEOs,1,#062160,51.562577782693346,46.75654903714756
33bdb7da-2ea2-4625-b47d-731afcd9eeba,LOS ANGELES POLICE DEPARTMENT FAMI,LEOs,CA,C-59-6,HUNTINGTON BEACH-59-6,150.0,0.0,150.0,LEOs,1,#062160,84.28368434027075,113.59569039090044
524cad5d-9641-4287-ab10-96bee563e21a,VARIOUS POLICE FIRE AND SHERIFF DEP,LEOs,,,,0.0,0.0,0.0,LEOs,1,#062160,151.2858351760351,109.47722424043576
623a368a-cee3-4361-9005-c40a6abe5aa3,HILLSBOROUAH COUNTY SHERIFFS OFFICE CHARITIES,LEOs,FL,C-57-12,TAMPA-57-12,1000.0,0.0,1000.0,LEOs,1,#062160,116.30279404397649,106.23504030396445
